produto_pesquisado;titulo_produto;id_vendedor;preco;quantidade;descricao;homologado;plataforma;url
power bank;Carregador Power Bank Pm-m1 2.000 Mah Rosa - Exbom<!-- --> ;nivalmix;25,19;1;O Carregador Power Bank Portátil De 2000mah Da Exbom Vai Te Salvar Nas Horas Mais Difíceis! Ele É Uma Bateria Portátil, Super Compacta E Leve, Ideal Para Ser Usada Em Momentos Que Sua Bateria Vai Descarregar E Você Precisa Do Celular!  Possui 2000mah Reais, O Que É O Bastante Para Carregar Até 80% Da Carga Do Aparelho! Para Carregar Seu Smartphone Basta Conectar O Cabo Usb E Pronto! Ele Vai Manter Seus Smartphones Ou Tablets Funcionado Por Horas À Fio Em Passeios, V;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-pmm1-2000-mah-rosa-exbom-mp931795356/p
power bank;Carregador Power Bank Ue10053 10.000mah Usb-a Duplas<!-- --> ;webcontinentalmarketplace;78,43;1;Carregador Power Bank Ue10053 10.000mah Usb-a Duplas Bk Max Energizer * O Energizer Ue10053 Fornece Alta Capacidade De Carregamento Com 10.000 Mah Para O Dia-a-dia, Podendo Carregar Um Smartphone Padrão Até 3 Vezes. Portas De Saída Usb-a Duplas Que Carregam 2 Dispositivos Ao Mesmo Tempo Ou Compartilha-lo Com Amigos. O Ue10053 Possui Um Design Fino E Compacto Que Pode Caber Facilmente No Seu Bolso Ou Bolsa Onde Quer Que Você Vá. O Energizer Powersafe Management Garan;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-ue10053-10000mah-usba-duplas-mp931726518/p
power bank;Carregador Portátil 20000mah Fast Charge Power Bank Branco Xiaomi<!-- --> ;tenolar;279,95;1;O Novo Power Bank 20000mah 18w Fast Charge Traz O Dobro De Capacidade De Seu Antecessor E A Alta Qualidade De Carregamento Que Você Já Conhece. A Versatilidade E A Compatibilidade Com A Maioria Dos Smartphones E Dispositivos Digitais Do Mercado, É Representada Através Das Duas Entradas De Carregamento E Pelo Controle De Carregamento Usb Inteligente. O Power Bank Possui Saída Usb-a Dupla Para Você Carregar Até Dois Dispositivos Simultaneamente, Uma Entrada Usb-c E Ou;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-20000mah-fast-charge-power-bank-branco-xiaomi-mp921922430/p
power bank;Carregador Portátil Power Bank New Flex QI 10000mah Sem Fio Preto - Easy Mobile<!-- --> ;;159,90;1;Carregador Portátil Power Bank New Flex QI 10000mah Sem Fio Preto - Easy Mobile   A Bateria Portátil New Flex QI 10000 é uma bateria portátil com porta USB e tecnologia de carregador sem fio, que possui o diferencial de ser também compatível com aparelhos que carregam por indução. Armazenando até de 3 a 5 cargas (10000mAh), apresenta ainda um design leve e compacto, com um acabamento texturizado. A quantidade de carga extra depende do seu aparelho, pois existem;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-new-flex-qi-10000mah-sem-fio-preto-easy-mobile-mp28488059/p
power bank;Power Bank Plástico Formato Cartão Com Indicador Led Capacidade 1200mah 12984<!-- --> ;webcontinentalmarketplace;32,02;1;Power Bank Plástico Formato Cartão Com Indicador Led Capacidade 1200mah - Ref.: 12984           Carregador Power Bank Plástico Em Formato Cartão. Design Fino E Portátil, Possui Indicador Led: Quando Estiver Carregando O Power Bank Uma Luz Vermelha Ficará Piscando E Ao Término Ela Se Apagará, Quando Estiver Transferindo A Carga Ao Celular Uma Luz Azul Ficará Acesa. Possui Adaptador Lightning 5g Acoplado Abaixo Do Cabo V8(também Acoplado), Basta Conectar A Entrada Do;CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-plastico-formato-cartao-com-indicador-led-capacidade-1200mah-12984-mp925285773/p
power bank;Carregador De Bateria P Celular Power Bank Estilo Perfume<!-- --> ;;57,00;1;Carregador De Bateria P Celular Power Bank Estilo Perfumeespecificação Do Item:cor: Azul, Amarelo, Branco, Rosa,verdetipo: Emergencial / Portátilsuporta Energia Solar: Nãomarca Compatível: For Apple,samsung,micro Usb,mini Usb,psp,dc3.5swith Cable, Nokia Dc2.0capacidade Da Bateria (mah): 2.001-3.000é Iluminação Lâmpada Led: Nãotensão: Entrada : 5 V Saída : 5 Vsoquete: Outrosbateria: Bateria De Lítioobjeto Aplicável: Universalinterface De Entrada: Micro Usbinterface D;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-de-bateria-p-celular-power-bank-estilo-perfume-mp929685447/p
power bank;Combo Power Bank Pendrive E Cartão Sd 8gb Multilaser Mc200<!-- --> ;Olist;70,67;1;Kit Power Bank+pendrive+cartão De Memoria Micro Sd 8gb Multilaser - Mc200 Características Capacidade: 8gb Trava De Segurança Interface De Sincronismo Serial De Alta Velocidade, Modo Sd/spi Taxas De Transmissão De Dados: 3 Mb/s (gravação) E 10 Mb/s (leitura) Voltagem De Operação: 2,7v3,6v Peso: 2,5g Dimensões: 15 X 11 X 1 Mm Leitor De Cartão Compatível Com Usb 2.0 Taxa De Transferência Até 480mb/s Dimensões 35 X 15 X 6 Mm Peso 3g Power Bank Capacidade Bateria: 2600ma;CANDIDATO;Carrefour;https://www.carrefour.com.br/combo-power-bank-pendrive-e-cartao-sd-8gb-multilaser-mc200-mp925551363/p
power bank;Carregador Power Bank Kaidi 5000 Mah Slim Kd-952 Dura Muito<!-- --> ;webcontinentalmarketplace;94,99;1;Carregador Power Bank Kaidi 5000 Mah Slim Kd-952 Dura Muitopower Bank Kaidi 5.000 Mah Slim Kd-952 Original Preto Com Adaptador Tipo C E Ioso Presente Produto É Uma Fonte De Alimentação Móvel De Fio Mini-auto-alimentado, E A Sua Principal Utilização É Carregar Produtos Digitais De Comunicação Móvel, Configurado Com Uma Porta De Entrada De Carregamento Fêmea Micro Usb Para Carregar A Bateria De Lítio Recarregável Embutida,o Produto Possui Saída Dupla, 1 Porta De Saída;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-kaidi-5000-mah-slim-kd952-dura-muito-mp928565121/p
power bank;Carregador Power Bank Sport 8.000 Mah 6012641 - Maxprint<!-- --> ;NIVALMIX - COMPLETA PRA VOCE;117,99;1;Carregador Power Bank Sport 8.000 Mah 6012641 - Maxprint;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-sport-8000-mah-6012641-maxprint-mp924217320/p
power bank;Vrurc Carregador Portátil Com Plugue Ac, 10000mah Power Bank B<!-- --> ;nocnoceua;453,00;1;Vrurc Carregador Portátil Com Plugue Ac, 10000mah Power Bank Built-in Cabos, 5 Saída De Entrada Dupla Smart Led Display, Bateria Externa Compatível Com Iphone, Android, Tablet Etc-verde;CANDIDATO;Carrefour;https://www.carrefour.com.br/vrurc-carregador-portatil-com-plugue-ac-10000mah-power-bank-b-mp932538348/p
power bank;Power Bank Carregador Bateria Portátil 5000mah<!-- --> ;olist;67,17;1;"Power Bank Carregador Bateria Portátil 5000mah 
 Carregador Portátil Power Bank 5.000 Mah, Bateria Móvel Para Você Levar Em Sua Bolsa, Mochila, Mala Ou Até Mesmo Em Seu Bolso. Com Ela, Você Pode Carregar Seu Celular A Qualquer Momento, Com Sua Potência De 10.000mah, É Possível Carregar Seu Celular 100% De 2 A 3 Vezes. Caso Sua Power Bank Descarregue, Basta Carrega-la Com Com Cabo Usb Que Acompanha O Produto.
 
 Carregador Portátil Rápido Com Capacidade De Armazename";CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-carregador-bateria-portatil-5000mah-mp927086395/p
power bank;Carregador Power Bank Kaidi 5000 Mah Bom Bonito E Barato<!-- --> ;Alex Imports MT;187,02;1;Power Bank Kaidi 5.000 Mah Slim KD-952 Original Preto Com Adaptador Tipo C E IOS O presente produto é uma fonte de alimentação móvel de fio mini-auto-alimentado, e a sua principal utilização é carregar produtos digitais de comunicação móvel, configurado com uma porta de entrada de carregamento fêmea Micro USB para carregar a bateria de lítio recarregável embutida,   O produto possui saída dupla, 1 porta de saída de descarga USB padrão, 1 fio de saída Micro USB;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-kaidi-5000-mah-bom-bonito-e-barato-mp914340407/p
power bank;Power Bank 5000 Mah<!-- --> ;olist;40,37;1;"A Loja Ag Cardoso Oferece À Você Cliente O Power Bank 5000 Mah.

a Bateria Portátil Kimaster Permite O Carregamento De Uma Variedade De Dispositivo Com Eficiência E Agilidade. Com Design Ultgrafino E Leve, Pode Ser Utilizado A Qualquer Momento.

caracteristicas: 
- Carregador Com Cabo Micro Usb Acoplado,
- Design Compacto,
- Possui Porta Usb, Conector Lightning E Luz Indicativa De Carga,
- Alta Eficiência De Conversão Da Bateria,
- Desligamento Automático,
- Disposi";CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-5000-mah-mp927099225/p
power bank;Kit 10 Power Bank Inova 10000mah Pow-1068<!-- --> ;olist;485,42;1;"10 Power Bank Inova 10000mah Pow-1068

cor: Branco E Preto 
power Bank Digital Inova
até 3 Cargas Completas.
   
cores: Branco E Preto
  
especificações:
digital: 25,50,75,100
modelo: Pow-1067
capacidade: 10000mah
 
itens Inclusos
1 Bateria Portátil
1 Mini Cabo Usb";CANDIDATO;Carrefour;https://www.carrefour.com.br/kit-10-power-bank-inova-10000mah-pow1068-mp924240176/p
power bank;MT-906 - CARREGADOR POWER BANK 6000MAH<!-- --> ;RY TOP TOP BRASIL LTDA;39,90;1;6000 Mah Power Bank Permite Que Você Ligue Seus Dispositivos Com Mais Facilidade. Em Vez Do Botão De Power Usual, Este Funciona Simplesmente Agitando-O. Novo Modelo Com Super Capacidade De 6000mah, Designe Leve Com Traços Modernos,  Ele É Alimentado Por Uma Bateria De Li-Polímero, Certificando-Se De Que Seu Gadget Nunca Nunca Vai Ficar Sem Energia.     Acompanha Power Bank Cabo Usb    Todas as informações divulgadas são de responsabilid;CANDIDATO;Carrefour;https://www.carrefour.com.br/mt-906-carregador-power-bank-6000mah-mp22899144/p
power bank;Carregador Power Bank 5000 Mah Slim Pra Celular Carga<!-- --> ;Webcontinental Marketplace;94,99;1;Carregador Power Bank 5000 Mah Slim Pra Celular Cargapower Bank Kaidi 5.000 Mah Slim Kd-952 Original Preto Com Adaptador Tipo C E Ioso Presente Produto É Uma Fonte De Alimentação Móvel De Fio Mini-auto-alimentado, E A Sua Principal Utilização É Carregar Produtos Digitais De Comunicação Móvel, Configurado Com Uma Porta De Entrada De Carregamento Fêmea Micro Usb Para Carregar A Bateria De Lítio Recarregável Embutida,o Produto Possui Saída Dupla, 1 Porta De Saída De De;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-5000-mah-slim-pra-celular-carga-mp928569493/p
power bank;Power Bank Multilaser Polímero Concept 10000 Mah<!-- --> ;homepoint;97,00;1;Principais Características:power Bank 10000mah, Carga Extra Para Você, Onde Quiser. Tenha Sempre Com Você Uma Carga Extra Para Seus Dispositivos, Mantendo-se Conectado E Sempre Em Movimento. Desenvolvido Com Carregamento Rápido, 2 Vezes A Carga Máxima Do Seu Smartphone. Feito Para Ser Durável E Compacto, Possui Acabamento Resistente E Cabe No Seu Bolso, Devido A Sua Tecnologia De Polímero, Te Proporcionando Garantia De Leveza E Segurança.especificações D;CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-multilaser-polimero-concept-10000-mah-mp932800053/p
power bank;5v 1a 1.2a Power Bank Lithium Battery Charger Board Boost Charging Module - Azul<!-- --> ;Nocnoc Ásia;46,00;1;Características:1.pequeno Volume: 2x1.7cm / 0.79x0.67inch2.função Completa: Aumento, Carregamento Da Bateria De Lítio, Proteção De Subvoltage, Proteção Contra Curto-circuito De Saída, Circuito De Identificação De Carga De Celular3.corrente Estática Superlow:circuito Inteiro Consome Apenas 0.1ma Sem Conectar Carganão Precisa De Operação Manualele Vai Ficar De Prontidão Se Sem Carga, E Só Consome Eletricidade 0.1ma4.circuito Tem Alto Nível De Integraçãocircuito Extern;CANDIDATO;Carrefour;https://www.carrefour.com.br/5v-1a-12a-power-bank-lithium-battery-charger-board-boost-charging-module-azul-mp931988164/p
power bank;Carregador Portátil 20000mah - 22.5w Pd20w Usb C Power Bank F<!-- --> ;Nocnoc EUA;432,00;1;Carregador Portátil 20000mah - 22.5w Pd20w Usb C Power Bank Carregamento Rápido Com Cabos Embutidos Cordão 2in1, Display Led Bateria Externa Com 4 Saída 2 Entrada Charing Bank Para Iphone, Samsung.;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-20000mah-225w-pd20w-usb-c-power-bank-f-mp931929050/p
power bank;Carregador Power Bank  10000mah Kp-pb01 Knup<!-- --> ;NIVALMIX - COMPLETA PRA VOCE;117,99;1;Carregador Power Bank 10000mah Kp-pb01 - Knup;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-10000mah-kppb01-knup-mp924218774/p
power bank;Carregador Portátil Power Bank 30000mah Konfulon Portátil Battery Pack Usb-c 18w Pd Tri-input E Tri-output Lcd Display Carregador Portátil De Bateria<!-- --> ;nocnoceua;342,00;1;.aplus-v2 {display: Block,margin-left: Auto,margin-right: Auto,}. Aplus-v2 .aplus-3p-fixed-width {largura: 970px,}. Aplus-v2 .aplus-3p-fixed-width.aplus-module-wrapper {margin-left: Auto,margin-right: Auto,} .aplus-v2 {display:block,margin-left:auto,margin-right:auto,word-wrap: Break-word,overflow-wrap: Break-word,word-break: Break-word,break-word,} /* Desfaça Isso Para Especificações Tecnológicas Porque Ele Quebra O Layout Da Tabela */.aplus-v2 .aplus-standard .apl;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-30000mah-konfulon-portatil-battery-pack-usbc-18w-pd-triinput-e-triout-mp922817265/p
power bank;Carregador Power Bank 5.000 Mah Slim Pn-952 Celular<!-- --> ;webcontinentalmarketplace;94,99;1;Carregador Power Bank 5.000 Mah Slim Pn-952 Original Celularcarregue Seu Celular, Tablet, Ou Qualquer Aparelho Que Possua Entrada Usb. Com O Pineng 5.000 Mah, É Possível Serem Realizadas De Aproximadamente 2 Cargas Em Seu Celular.power Bank Pineng 5.000 Mah Slim Pn-952atualmente O Carregador Portátil Se Tornou Essencial Em Nosso Dia A Dia, Sempre Nos Ajudando Nas Horas Difíceis Em Que A Bateria De Seu Celular Ou Tablet Acaba.seu Design Elegante E Ultra Fino Garante;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-5000-mah-slim-pn952-celular-mp928566620/p
power bank;Power Bank 2c Xiaomi 20.000mah 2 Portas Usb, Até 5.1v/2.4a - Branco<!-- --> ;mlmeletronicos;249,00;1;Não Fique Sem Bateria Durante Suas Viagens. O Power Bank Xiaomi 2c De 20000mah É A Solução Portátil Para Carregamentos Em Qualquer Lugar. Sua Capacidade De 20000mah, Garante Aos Seus Dispositivos Eletrônicos Maior Usabilidade E Mais, Você Pode Carregar Rapidamente Até Dois Dispositivos Ao Mesmo Tempo, Através Das Duas Portas Usb Com Saída De Até 5.1v/2.4a. O Power Bank 20000mah É Leve Porque Foi Desenvolvido Em Abs, Desta Forma, Você Pode Carregá-lo Na Bolsa Ou Moch;CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-2c-xiaomi-20000mah-2-portas-usb-ate-51v24a-branco-mp932558945/p
power bank;Carregador Portátil Power Bank 10000mah Bateria Externa<!-- --> ;olist;113,85;1;"Carregador Portátil Power Bank 10000mah Bateria Externa 
 Bem Vindo(a) A Panther Connect. 
 
 
um Empresa Especializada Há 08 Anos Em Venda De Acessórios E Componentes De Telecomunicações E Informática.
 
nosso Proprósito É A Sua Satisfação
 
 
nossa Missão:

 
 
entregar Nossos Produtos Com A Máxima Qualidade, Para Atender As Necessidades Dos Nossos Clientes E Amigos. 
 
 
nossa Visão:
 
 
ser Referência Em Atender Nossos Clientes E Amigos Com Nossos Melhores Produ";CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-10000mah-bateria-externa-mp932977175/p
power bank;Carregador Power Bank Portátil Kaidi 5000 Mah Promoção<!-- --> ;Alex Imports MT;187,02;1;Power Bank Kaidi 5.000 Mah Slim KD-952 Original Preto Com Adaptador Tipo C E IOS O presente produto é uma fonte de alimentação móvel de fio mini-auto-alimentado, e a sua principal utilização é carregar produtos digitais de comunicação móvel, configurado com uma porta de entrada de carregamento fêmea Micro USB para carregar a bateria de lítio recarregável embutida,   O produto possui saída dupla, 1 porta de saída de descarga USB padrão, 1 fio de saída Micro USB;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-portatil-kaidi-5000-mah-promocao-mp914341503/p
power bank;Kit Viagem Xtrax 2 Em 1 Power Bank Carregador Branco<!-- --> ;Olist;160,32;1;O Kit De Viagem Xtrax É Perfeito Para Você Ficar Sempre Conectado, Em Qualquer Lugar Do Mundo E Não Perder Nenhum Momento.esse Kit Vem Com Power Bank Compacto De 5.000mah, Carregador De Parede Duplo, Cabo 2 Em 1, Com Conectores Micro Usb E Tipo C, E Um Estojo.faça A Sua Mala E Venha Com A Genteespecificações:marca: Xtraxcor:brancopower Bank 5.000mahpotência:5.000mahbateria De Alta Densidadeentrada:micro Usb Dc 5v-1.0asaída:usb Dc 5v-1.0acarregador De Parede Duplopos;CANDIDATO;Carrefour;https://www.carrefour.com.br/kit-viagem-xtrax-2-em-1-power-bank-carregador-branco-mp932180756/p
power bank;Carregador Power Bank Com Luz Led Turbo 20.000mah Yd-06 Hmaston Preto<!-- --> ;Flash Company;209,89;1;Power Bank H'maston 20000mah Yd-06 Original Compatível Com Todos Os Aparelhos Com Alto Poder De Carregamento Para I Phone Samsung, Motorola, Xiaomi E Etc. Não Fique Sem Bateria Nos Momentos Primordiais E Inesperados Tenha O Seu Celular, Smartwatch, Tablet, Fones De Ouvido, Caixas De Som, Ou Qualquer Outro Dispositivo Portátil, Sempre Carregados. O Power Bank Da Hmaston É Conhecida No Mundo Inteiro, Devido A Qualidade E Custo-benefício Que Facilitam O Dia A Dia. Este;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-com-luz-led-turbo-20000mah-yd06-hmaston-preto-mp931414626/p
power bank;Carregador Portátil Redmi Power Bank 10000mah Preto Xiaomi<!-- --> ;webcontinentalmarketplace;259,53;1;Carregador Portátil Redmi Power Bank 10000mah Preto Xiaomipara Quem Busca Um Power Bank Que Dê Suporte Para Os Seus Dispositivos Eletrônicos E Garanta A Segurança, Compatibilidade E Qualidade Do Carregamento Aonde Estiver, A Tecnologia Redmi Oferece Toda A Potência E Versatilidade.o Power Bank Redmi 10000mah Possui Bateria De Polímero De Lítio De Alta Densidade E Durabilidade, Com Capacidade Extra Para Carregar Seu Laptop, Tablet, Smartphone E Outros Dispositivos.al;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-redmi-power-bank-10000mah-preto-xiaomi-mp925714418/p
power bank;Bateria Externa Power Bank 20000mah Universal<!-- --> ;olist;166,08;1;"Bateria Externa Power Bank 20000mah Universal 
 Atenção As Power Bank São Nas Cores Preto E Branco, Mandanos Conforme O Que Tiver No Dia No Estoque.
 
 Os Cabos Vão Em Cores Aleatórias Como Estão Nas Fotos Do Anúncio Obrigado Boas Compras.
 
 O Carregador Portátil Hmaston Yd-05 Com 20000mah De Potência Não Te Abandona
 
 Chegue Até 8 Cargas Completas No Seu Smartphone (dispositivos De Até 1800mah) E Leve Sua Bateria Para Te Acompanhar No Trabalho, Em Shows, Viagens";CANDIDATO;Carrefour;https://www.carrefour.com.br/bateriaexternapowerbank20000mahuniversal-mp923313857/p
power bank;Carregador Power Bank 10000 Mah Portátil Universal 3 Saídas<!-- --> ;olist;123,17;1;"Carregador Power Bank 10000 Mah Portátil Universal 3 Saídas

saída Usb-c / Micro Usb / Lightning E Possui Uma Saída Adicional Usb Padrão Para Você Poder Conectar Seu Próprio Cabo. 

possui Chip Integrado Com Reconhecimento Inteligente De Voltagem, Pode Identificar Automaticamente O Telefone Celular, Tablets Entre Outros Dispositivos. 

dispõe De Uma Precisa Placa Eletrônica Que Evita Danos E Descargas E Controla A Temperatura Altas Temperaturas. 

suporta Carregamen";CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-10000-mah-portatil-universal-3-saidas-mp923895408/p
power bank;TOZO WB1 PD + QC 3.0 Carregador portátil 10000mAh Slim e Light Fast Power Bank 18W High Charging Speed External Battery Pack com entrada/saída USB C C<!-- --> ;nocnoceua;279,00;1;♦Alta velocidade de carregamento 】Potência de 18W PD+QC 3.0 para velocidades de carregamento emocionantes. (até 3A - Suporte à Qualcomm Quick Charge). Além disso, basta pegar um cabo PD do mais novo iPhone, trazer seu novo iPhone de volta a 50% em 30 minutos. Capacidade ultra-alta】 contém a capacidade de 10000mAh. Carregue totalmente o seu iPhone 11 por 3 vezes, iPhone 8 por 3 vezes, iPhone SE por 4 vezes, ou Samsung S10 por 2 vezes. Adequado para negócios, viagens,;CANDIDATO;Carrefour;https://www.carrefour.com.br/tozo-wb1-pd---qc-3-0-carregador-portatil-10000mah-slim-e-light-fast-power-bank-18w-high-charging-speed-external-battery-pack-com-entrada-saida-usb-c-c-mp910830966/p
power bank;Power Bank 306 10w Glid Preta Oex<!-- --> ;olist;300,15;1;"Carregador Usb Portatil Sem Fio 10000mah, Preto, Pb306 Oex


power Bank Glid:
- Capacidade: 10.000 Mah
- Com 3 Opções De Entrada: Usb / Micro Usb E Type C
- Com Carregador Wireless Com 10w De Potência
- Com Indicador De Led
- Com Ventosas Que Evitam O Deslizamento Do Aparelho Que Está Sendo Carregado
- Botão On/off
- Dimensões: 15,5 X 7,15 X 2,1cm
- Peso: 250g";CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-306-10w-glid-preta-oex-mp924688455/p
power bank;Carregador Portatil Power BANK Hardline AS-001 Branco<!-- --> ;webcontinentalmarketplace;32,92;1;Carregador Portatil Power BANK Hardline AS-001 Branco 2200 MAHEspecificações Técnicas:- Dimensões 145,717,4 (LxPxA) - CM- Peso 0,100g- 1 Power Bank AS 001  1 Cabo para Carregamento- Entrada DC 5V 1A- Saida DC 5V 1A- Capacidade 2200 mHa- Compatibilidade Todos com conexão Micro USB- O Power Bank Hard Line AS 802 foi projetado para permitir que vocÊ permaneça conectado em qualquer lugar. com 2200 mHa, é capaz de carregar até 2x celulares com baterias aTé 1100mHa.- Marc;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-hardline-as-001-branco-mp908531156/p
power bank;Power Bank Carregador Portátil 10.000mah Wireless Hmaston<!-- --> ;olist;289,70;1;"Power Bank Carregador Portátil 10.000mah Wireless Hmaston

 Power Bank Hmaston 10000mah Lançamento Com Carregamento Por Indução. A Pineng Pn-886. Permite Carregar Dispositivos Com Entrada Micro Usb (v8), Type C (tipo C) E Lightinig (compatível Com Os Smartphones Iphone 5, 6, 7, 8, X, Xr , Xs E Xs Max). - Uma Saída Usb E Dois Cabos Integrados (tipo - C, Lightining E Micro Usb). - Carregue 3 Dispositivos Ao Mesmo Tempo. - Compatível Para Qualquer Telefone, Tablet E Di";CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-carregador-portatil-10000mah-wireless-hmaston-mp927086588/p
power bank;Carregador Power Bank 5000 Mah Slim<!-- --> ;webcontinentalmarketplace;94,99;1;Carregador Power Bank 5000 Mah Slim Baratopower Bank Kaidi 5.000 Mah Slim Kd-952 Original Preto Com Adaptador Tipo C E Ioso Presente Produto É Uma Fonte De Alimentação Móvel De Fio Mini-auto-alimentado, E A Sua Principal Utilização É Carregar Produtos Digitais De Comunicação Móvel, Configurado Com Uma Porta De Entrada De Carregamento Fêmea Micro Usb Para Carregar A Bateria De Lítio Recarregável Embutida,o Produto Possui Saída Dupla, 1 Porta De Saída De Descarga Usb;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-5000-mah-slim-mp928570238/p
power bank;Power Bank Multilaser 10000 Mah Polimero Concept - Cb143<!-- --> ;Memoria Distribuidora;188,41;1;Power Bank 10000MAH, carga extra para você, onde quiser. Tenha sempre com você uma carga extra para seus dispositivos, mantendo-se conectado e sempre em movimento. Desenvolvido com carregamento rápido, 2 vezes a carga máxima do seu smartphone. Feito para ser durável e compacto, possui acabamento resistente e cabe no seu bolso, devido a sua tecnologia de polímero, te proporcionando garantia de leveza e segurança._x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_._x005;CANDIDATO;Carrefour;https://www.carrefour.com.br/power-bank-multilaser-10000-mah-polimero-concept---cb143-mp909018644/p
power bank;Carregador Portátil Power Bank 20.000 Mah Piening<!-- --> ;Olist;175,94;1;"Carregador Portátil Power Bank 20.000 Mah Piening

introduzido No Mercado Com A Intenção De Renovar O Setor De Carregadores, O Power Bank Possui 2 Cabos Contando Com 3 Modelos De Carregadores V8 Micro Usb E Tipo C, Possibilitando Carregar Até 3 Aparelhos Ao Mesmo Tempo.
possui 2 Entradas Para Carregar O Power Bank, V8 E Tipo C.
também Conta Com Uma Potência De 20.000mah, Desenvolvido Para Todo O Tipo De Necessidade Seja Para Os Negócios Ou Para Lazer.

- Banco De Po";CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-power-bank-20000-mah-piening-mp931314943/p
power bank;Carregador Power Bank  Kaidi 5000 Mah  Bom e Barato<!-- --> ;;187,02;1;Power Bank Kaidi 5.000 Mah Slim KD-952 Original Preto Com Adaptador Tipo C E IOS O presente produto é uma fonte de alimentação móvel de fio mini-auto-alimentado, e a sua principal utilização é carregar produtos digitais de comunicação móvel, configurado com uma porta de entrada de carregamento fêmea Micro USB para carregar a bateria de lítio recarregável embutida,   O produto possui saída dupla, 1 porta de saída de descarga USB padrão, 1 fio de saída Micro USB;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank--kaidi-5000-mah--bom-e-barato-mp914340414/p
power bank;Carregador Portátil Turbo Power Bank 10.000mah Universal<!-- --> ;olist;86,01;1;"Carregador Portátil Turbo Power Bank 10.000mah Universal 
 Cor: Preto 
 Atualmente O Carregador Portátil Se Tornou Essencial Em Nosso Dia A Dia, Sempre Nos Ajudando Nas Horas Difíceis Em Que A Bateria De Seu Celular Ou Tablet Acaba.
 
carregue Seu Celular, Tablet, Ou Qualquer Aparelho Que Possua Entrada Usb. Com O Power Bank De 10.000mah, É Possível Serem Realizadas De Aproximadamente 3 A 4 Cargas Em Seu Celular.
 
seu Design Elegante E Ultra Fino Garante Que Você L";CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-portatil-turbo-power-bank-10000mah-universal-mp932904871/p
power bank;Carregador Power Bank Portátil Kaidi 5000 Mah excelente<!-- --> ;aleximportsmt;187,02;1;Power Bank Kaidi 5.000 Mah Slim KD-952 Original Preto Com Adaptador Tipo C E IOS O presente produto é uma fonte de alimentação móvel de fio mini-auto-alimentado, e a sua principal utilização é carregar produtos digitais de comunicação móvel, configurado com uma porta de entrada de carregamento fêmea Micro USB para carregar a bateria de lítio recarregável embutida,   O produto possui saída dupla, 1 porta de saída de descarga USB padrão, 1 fio de saída Micro USB;CANDIDATO;Carrefour;https://www.carrefour.com.br/carregador-power-bank-portatil-kaidi-5000-mah-excelente-mp914340727/p
